Home_Team,Opponent,URL,HT_Pts,Opp_Pts,FG,FGA,FG_Pct,Three_Pt,Three_Pt_Attempts,Three_Pt_Pct,Free_Throws,Free_Throw_Attempts,Free_Throw_Pct,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls
texas-tech,Arkansas-Pine Bluff,arkansas-pine-bluff,65,47,26,62,0.419,3,15,0.2,10,20,0.5,15,39,15,8,4,13,18
texas-tech,Northwestern State,northwestern-state,79,44,29,60,0.483,10,23,0.435,11,17,0.647,8,38,16,8,6,12,20
texas-tech,Abilene Christian,abilene-christian,82,48,30,54,0.556,7,22,0.318,15,21,0.714,5,36,14,5,2,10,21
texas-tech,Duke,duke,58,69,22,57,0.386,5,16,0.313,9,13,0.692,6,33,9,6,3,23,18
texas-tech,Texas-Rio Grande Valley,texas-pan-american,71,46,28,52,0.538,4,14,0.286,11,16,0.688,9,32,16,11,2,14,13
texas-tech,West Virginia,west-virginia,62,59,21,55,0.382,3,18,0.167,17,24,0.708,7,29,5,12,4,13,25
texas-tech,Kansas State,kansas-state,63,57,17,38,0.447,6,19,0.316,23,31,0.742,5,29,9,5,8,17,22
texas-tech,Oklahoma,oklahoma,66,59,22,49,0.449,5,19,0.263,17,17,1,3,28,11,8,8,12,14
texas-tech,Texas,texas,68,62,24,54,0.444,7,19,0.368,13,17,0.765,7,29,14,6,7,9,12
texas-tech,Iowa State,iowa-state,64,68,26,63,0.413,6,18,0.333,6,15,0.4,9,34,6,4,5,9,15
texas-tech,Baylor,baylor,62,73,21,45,0.467,5,15,0.333,15,19,0.789,7,26,12,8,3,17,18
texas-tech,Kansas State,kansas-state,45,58,16,49,0.327,5,23,0.217,8,11,0.727,7,24,7,10,2,12,19
texas-tech,Arkansas,arkansas,67,64,22,42,0.524,10,18,0.556,13,19,0.684,5,22,14,4,4,17,19
texas-tech,TCU,texas-christian,84,65,32,59,0.542,9,21,0.429,11,14,0.786,8,30,20,3,2,7,17
texas-tech,Kansas,kansas,63,79,22,64,0.344,6,28,0.214,13,22,0.591,13,40,8,7,5,10,15
texas-tech,West Virginia,west-virginia,81,50,30,57,0.526,8,22,0.364,13,20,0.65,10,31,20,13,4,20,29
texas-tech,Oklahoma,oklahoma,66,54,23,54,0.426,10,22,0.455,10,12,0.833,7,35,15,7,7,14,18
texas-tech,Oklahoma State,oklahoma-state,78,50,29,56,0.518,12,25,0.48,8,10,0.8,5,28,17,8,4,7,14
texas-tech,Baylor,baylor,86,61,22,54,0.407,12,29,0.414,30,35,0.857,12,28,12,7,5,8,25
texas-tech,Kansas,kansas,91,62,34,56,0.607,16,26,0.615,7,13,0.538,8,27,19,5,2,8,11
toledo,Oakland,oakland,87,86,30,50,0.6,6,12,0.5,21,25,0.84,7,31,17,2,3,13,20
toledo,Wilberforce,#N/A,99,58,33,63,0.524,11,33,0.333,22,28,0.786,13,41,22,8,5,12,15
toledo,Wright State,wright-state,74,84,21,58,0.362,13,32,0.406,19,24,0.792,2,24,10,3,4,13,21
toledo,Florida Gulf Coast,florida-gulf-coast,90,62,29,57,0.509,12,21,0.571,20,24,0.833,9,37,18,7,5,13,16
toledo,Louisiana,louisiana-lafayette,77,64,29,55,0.527,10,22,0.455,9,12,0.75,5,37,15,2,2,17,16
toledo,UC-Irvine,california-irvine,67,60,27,62,0.435,6,17,0.353,7,12,0.583,9,32,14,5,1,14,13
toledo,North Alabama,#N/A,80,59,30,59,0.508,14,29,0.483,6,7,0.857,10,35,25,7,1,18,14
toledo,Cleveland State,cleveland-state,80,67,29,75,0.387,8,34,0.235,14,20,0.7,10,37,18,10,2,4,18
toledo,Detroit,detroit-mercy,101,57,33,64,0.516,14,33,0.424,21,23,0.913,11,50,27,2,5,9,12
toledo,Marshall,marshall,75,74,26,72,0.361,10,34,0.294,13,19,0.684,14,41,13,10,3,16,18
toledo,Middle Tennessee,middle-tennessee,84,62,28,61,0.459,11,26,0.423,17,21,0.81,8,35,22,7,5,8,15
toledo,Cornell,cornell,86,70,26,59,0.441,10,25,0.4,24,26,0.923,13,36,13,5,7,8,11
toledo,Penn,pennsylvainia,77,45,31,63,0.492,7,19,0.368,8,14,0.571,10,42,14,7,6,10,13
toledo,Ball State,ball-state,64,79,25,69,0.362,8,30,0.267,6,9,0.667,9,34,11,2,9,12,15
toledo,Buffalo,buffalo,80,110,27,67,0.403,10,29,0.345,16,23,0.696,12,39,15,3,4,17,16
toledo,Western Michigan,western-michigan,85,77,31,60,0.517,14,27,0.519,9,10,0.9,4,28,19,7,6,9,12
toledo,Miami (OH),miami-oh,71,59,27,63,0.429,10,26,0.385,7,8,0.875,9,35,18,4,2,7,15
toledo,Ohio,ohio,75,52,29,60,0.483,10,28,0.357,7,7,1,4,36,20,5,7,8,11
toledo,Kent State,kent-state,85,87,35,67,0.522,9,21,0.429,6,8,0.75,9,34,22,5,4,14,14
toledo,Central Michigan,central-michigan,76,72,29,70,0.414,5,25,0.2,13,17,0.765,17,48,16,4,11,13,16
toledo,Miami (OH),miami-oh,66,63,26,60,0.433,8,27,0.296,6,9,0.667,8,39,16,4,3,9,17
toledo,Northern Illinois,northern-illinois,69,55,23,57,0.404,13,30,0.433,10,13,0.769,6,38,15,1,2,8,11
toledo,Akron,akron,63,52,24,60,0.4,6,24,0.25,9,12,0.75,6,42,14,3,3,9,16
toledo,Bowling Green State,bowling-green-state,78,71,27,58,0.466,10,29,0.345,14,17,0.824,7,39,10,6,4,18,17
toledo,Buffalo,buffalo,82,88,29,65,0.446,6,20,0.3,18,25,0.72,8,37,12,3,5,8,24
toledo,Eastern Michigan,eastern-michigan,69,76,25,57,0.439,11,29,0.379,8,8,1,10,31,20,5,4,16,23
toledo,Northern Illinois,northern-illinois,57,54,19,50,0.38,8,22,0.364,11,17,0.647,8,32,13,5,7,15,14
towson,Virginia,virginia,42,73,13,41,0.317,4,14,0.286,12,27,0.444,11,31,0,3,0,14,18
towson,Wesley,#N/A,93,66,34,65,0.523,8,24,0.333,17,27,0.63,12,40,16,11,4,7,22
towson,Pepperdine,pepperdine,65,74,22,56,0.393,3,16,0.188,18,26,0.692,16,36,10,9,3,24,19
towson,Florida Atlantic,florida-atlantic,71,85,27,59,0.458,9,22,0.409,8,14,0.571,8,22,18,4,0,8,20
towson,North Dakota State,north-dakota-state,51,76,20,53,0.377,5,16,0.313,6,7,0.857,7,32,6,5,1,17,17
towson,Loyola (MD),loyola-md,85,69,28,57,0.491,8,21,0.381,21,29,0.724,12,38,10,5,6,11,17
towson,Vermont,vermont,64,70,20,56,0.357,5,13,0.385,19,22,0.864,11,31,7,5,4,9,20
towson,George Washington,george-washington,64,68,26,57,0.456,4,16,0.25,8,12,0.667,12,34,13,5,1,15,20
towson,Morgan State,morgan-state,69,74,27,57,0.474,5,16,0.313,10,12,0.833,13,38,13,6,5,20,17
towson,UMBC,maryland-baltimore-county,80,76,24,58,0.414,9,23,0.391,23,28,0.821,10,42,12,4,3,17,23
towson,Tulane,tulane,73,55,27,60,0.45,5,15,0.333,14,19,0.737,16,42,10,2,4,15,14
towson,La Salle,la-salle,51,57,21,51,0.412,1,10,0.1,8,11,0.727,11,39,3,2,4,18,18
towson,Elon,elon,77,60,27,59,0.458,10,17,0.588,13,14,0.929,9,36,14,4,3,6,15
towson,William & Mary,william-mary,61,71,26,59,0.441,2,14,0.143,7,8,0.875,11,29,3,5,4,15,14
towson,College of Charleston,college-of-charleston,55,67,21,57,0.368,6,23,0.261,7,9,0.778,10,29,11,3,5,11,17
towson,UNC Wilmington,north-carolina-willmington,61,67,23,63,0.365,4,16,0.25,11,14,0.786,14,36,8,5,1,11,16
towson,Cornell,cornell,74,86,30,71,0.423,9,27,0.333,5,11,0.455,6,31,14,6,1,5,15
towson,James Madison,james-madison,65,74,27,63,0.429,4,15,0.267,7,13,0.538,13,29,8,4,2,6,20
towson,Drexel,drexel,66,72,22,68,0.324,8,21,0.381,14,22,0.636,15,38,12,2,3,5,16
towson,Delaware,delaware,64,63,27,56,0.482,6,13,0.462,4,7,0.571,9,36,12,0,3,7,17
towson,Northeastern,northeastern,75,72,29,58,0.5,2,10,0.2,15,21,0.714,16,38,8,8,5,13,17
towson,Hofstra,hofstra,61,84,24,53,0.453,5,15,0.333,8,14,0.571,11,27,8,4,0,15,19
towson,UNC Wilmington,north-carolina-willmington,77,76,30,51,0.588,7,15,0.467,10,18,0.556,7,32,14,4,5,10,23
towson,College of Charleston,college-of-charleston,53,54,20,45,0.444,5,14,0.357,8,14,0.571,7,29,7,5,5,9,10
towson,James Madison,james-madison,66,59,24,47,0.511,7,17,0.412,11,18,0.611,5,29,11,2,5,7,14
towson,Delaware,delaware,71,78,25,76,0.329,7,27,0.259,14,17,0.824,15,44,6,6,6,11,23
towson,Drexel,drexel,92,77,28,57,0.491,10,21,0.476,26,31,0.839,6,31,13,8,4,11,21
towson,Hofstra,hofstra,82,91,36,79,0.456,5,18,0.278,5,11,0.455,16,39,15,6,2,13,20
towson,Northeastern,northeastern,58,73,25,54,0.463,2,14,0.143,6,10,0.6,7,28,9,5,1,13,15
troy,Fort Valley State,#N/A,95,60,32,62,0.516,12,31,0.387,19,24,0.792,10,28,22,8,4,7,12
troy,Saint Louis,saint-louis,58,62,21,54,0.389,5,21,0.238,11,15,0.733,5,31,15,8,4,14,22
troy,Pitt,pittsburgh,75,84,22,63,0.349,6,21,0.286,25,28,0.893,10,32,14,4,5,7,16
troy,Southern Miss,southern-mississippi,66,81,25,65,0.385,10,30,0.333,6,11,0.545,14,34,14,4,3,9,7
troy,Central Arkansas,central-arkansas,82,77,29,56,0.518,8,19,0.421,16,24,0.667,7,31,12,3,5,12,13
troy,North Alabama,#N/A,77,58,30,57,0.526,10,24,0.417,7,15,0.467,7,36,15,8,4,10,14
troy,Austin Peay,austin-peay,74,79,27,68,0.397,4,26,0.154,16,21,0.762,15,42,10,9,4,19,21
troy,Florida State,florida-state,67,83,23,52,0.442,5,19,0.263,16,18,0.889,4,26,10,8,5,22,17
troy,Carver Bible,#N/A,88,43,35,59,0.593,7,20,0.35,11,19,0.579,8,40,16,10,4,12,9
troy,Western Kentucky,western-kentucky,87,81,33,61,0.541,12,25,0.48,9,12,0.75,6,29,20,6,6,14,20
troy,Alabama-Birmingham,alabama-birmingham,74,73,26,53,0.491,7,23,0.304,15,18,0.833,3,29,14,3,3,14,21
troy,Arkansas-Pine Bluff,arkansas-pine-bluff,71,63,25,55,0.455,6,18,0.333,15,19,0.789,8,30,13,8,3,8,13
troy,Coastal Carolina,coastal-carolina,75,88,25,57,0.439,7,29,0.241,18,26,0.692,11,31,6,6,9,14,17
troy,Appalachian State,appalachian-state,89,85,32,58,0.552,11,24,0.458,14,21,0.667,8,35,19,6,13,13,18
troy,Little Rock,arkansas-little-rock,59,73,18,47,0.383,4,20,0.2,19,26,0.731,9,37,7,2,6,23,26
troy,Arkansas State,arkansas-state,90,85,27,55,0.491,10,23,0.435,26,32,0.813,8,29,16,6,5,14,22
troy,Georgia Southern,georgia-southern,82,90,31,64,0.484,6,24,0.25,14,20,0.7,15,34,16,5,3,17,17
troy,Georgia State,georgia-state,77,75,28,58,0.483,8,24,0.333,13,21,0.619,9,32,16,4,4,9,14
troy,Louisiana-Monroe,louisiana-monroe,69,75,28,60,0.467,7,22,0.318,6,9,0.667,6,29,19,3,3,13,14
troy,Louisiana,louisiana-lafayette,81,86,28,58,0.483,7,22,0.318,18,22,0.818,8,34,9,3,3,12,21
troy,South Alabama,south-alabama,75,81,30,53,0.566,10,19,0.526,5,11,0.455,3,28,13,1,5,13,18
troy,Little Rock,arkansas-little-rock,70,84,26,53,0.491,11,22,0.5,7,16,0.438,5,19,13,9,2,12,15
troy,Arkansas State,arkansas-state,84,79,29,53,0.547,12,26,0.462,14,18,0.778,3,30,16,2,6,12,29
troy,Georgia State,georgia-state,63,77,22,55,0.4,9,27,0.333,10,13,0.769,8,30,16,2,5,19,18
troy,Georgia Southern,georgia-southern,51,76,17,60,0.283,4,18,0.222,13,19,0.684,9,31,6,10,3,22,21
troy,South Alabama,south-alabama,52,68,18,54,0.333,6,22,0.273,10,13,0.769,9,27,8,7,3,14,16
tulane,Florida State,florida-state,69,80,23,52,0.442,8,23,0.348,15,24,0.625,4,22,16,4,4,17,22
tulane,Coastal Carolina,coastal-carolina,81,76,24,53,0.453,12,25,0.48,21,32,0.656,8,35,18,5,3,17,19
tulane,South Dakota State,south-dakota-state,84,80,30,69,0.435,9,22,0.409,15,23,0.652,6,32,9,5,2,6,17
tulane,UC-Irvine,california-irvine,55,67,20,59,0.339,4,16,0.25,11,16,0.688,8,33,11,2,3,10,22
tulane,Louisiana,louisiana-lafayette,61,68,20,56,0.357,3,13,0.231,18,28,0.643,12,38,6,5,3,15,21
tulane,Georgia State,georgia-state,76,80,28,58,0.483,10,25,0.4,10,13,0.769,6,25,18,4,3,15,20
tulane,Southeastern Louisiana,southeastern-louisiana,61,62,22,49,0.449,7,17,0.412,10,15,0.667,3,29,12,8,8,17,15
tulane,UT-Martin,tennessee-martin,87,74,32,55,0.582,7,19,0.368,16,26,0.615,8,41,16,4,2,18,20
tulane,South Alabama,south-alabama,60,81,22,47,0.468,3,15,0.2,13,23,0.565,6,25,11,6,3,15,14
tulane,Texas Southern,texas-southern,77,70,28,52,0.538,7,21,0.333,14,26,0.538,8,36,19,8,6,20,24
tulane,Towson,towson,55,73,18,47,0.383,6,20,0.3,13,17,0.765,2,20,13,9,3,11,18
tulane,Alabama A&M,alabama-am,59,67,22,60,0.367,7,29,0.241,8,15,0.533,11,38,13,3,2,14,13
tulane,Cincinnati,cincinnati,61,93,21,57,0.368,9,22,0.409,10,14,0.714,9,25,14,1,3,12,16
tulane,SMU,southern-methodist,65,74,22,64,0.344,6,28,0.214,15,19,0.789,11,38,12,4,2,11,19
tulane,South Florida,south-florida,48,66,17,44,0.386,5,21,0.238,9,15,0.6,5,32,12,3,3,26,23
tulane,Memphis,memphis,79,83,27,69,0.391,3,22,0.136,22,26,0.846,16,43,16,4,4,11,16
tulane,UConn,connecticut,71,87,30,61,0.492,3,16,0.188,8,11,0.727,5,30,19,5,4,14,8
tulane,UCF,central-florida,50,75,18,54,0.333,3,12,0.25,11,16,0.688,8,35,9,7,7,18,10
tulane,SMU,southern-methodist,75,85,25,56,0.446,9,23,0.391,16,22,0.727,10,34,19,4,1,16,19
tulane,East Carolina,east-carolina,65,66,24,55,0.436,6,19,0.316,11,16,0.688,9,40,14,5,6,16,18
tulane,Temple,temple,67,75,25,67,0.373,9,31,0.29,8,11,0.727,11,33,17,4,0,14,17
tulane,Wichita State,wichita-state,62,77,18,49,0.367,8,20,0.4,18,28,0.643,5,30,10,3,2,16,14
tulane,Tulsa,tulsa,57,80,16,58,0.276,7,32,0.219,18,22,0.818,5,31,13,3,3,11,16
tulane,Houston,houston,50,85,18,56,0.321,5,18,0.278,9,15,0.6,3,25,11,5,1,12,9
tulane,Memphis,memphis,76,102,27,71,0.38,6,28,0.214,16,19,0.842,10,34,18,6,8,15,15
tulane,East Carolina,east-carolina,81,85,25,55,0.455,13,28,0.464,18,20,0.9,8,36,16,2,9,20,24
tulsa,Alcorn State,alcorn-state,73,56,24,49,0.49,5,19,0.263,20,32,0.625,7,28,12,10,4,13,14
tulsa,South Carolina State,south-carolina-state,74,52,26,50,0.52,8,16,0.5,14,19,0.737,7,36,19,2,2,14,20
tulsa,California Baptist,#N/A,82,79,24,52,0.462,4,13,0.308,30,40,0.75,5,31,10,3,2,7,15
tulsa,Little Rock,arkansas-little-rock,88,78,28,58,0.483,5,20,0.25,27,39,0.692,8,34,14,10,6,13,23
tulsa,Nevada,nevada,86,96,29,54,0.537,7,23,0.304,21,27,0.778,7,23,13,4,1,12,28
tulsa,Southern Illinois,southern-illinois,69,79,22,51,0.431,7,20,0.35,18,23,0.783,4,24,8,1,1,15,18
tulsa,Texas-Arlington,texas-arlington,72,58,29,59,0.492,10,18,0.556,4,7,0.571,6,27,15,10,4,10,13
tulsa,Utah,utah,64,69,25,69,0.362,5,30,0.167,9,14,0.643,14,40,10,6,2,7,21
tulsa,Oklahoma State,oklahoma-state,74,71,25,59,0.424,6,22,0.273,18,21,0.857,8,31,10,5,0,11,12
tulsa,Kansas State,kansas-state,47,46,19,50,0.38,4,20,0.2,5,9,0.556,4,30,9,8,4,14,13
tulsa,New Orleans,new-orleans,70,60,24,46,0.522,9,21,0.429,13,33,0.394,7,42,14,7,2,15,18
tulsa,Dayton,dayton,72,67,25,46,0.543,7,13,0.538,15,17,0.882,1,26,15,3,1,12,15
tulsa,Oral Roberts,oral-roberts,69,59,21,49,0.429,6,20,0.3,21,30,0.7,6,33,9,6,3,9,10
tulsa,Houston,houston,56,74,17,55,0.309,5,18,0.278,17,28,0.607,5,35,13,2,2,12,13
tulsa,South Florida,south-florida,78,75,20,44,0.455,8,18,0.444,30,37,0.811,4,28,11,5,1,16,17
tulsa,Cincinnati,cincinnati,65,70,19,46,0.413,14,23,0.609,13,21,0.619,5,33,17,4,2,21,16
tulsa,SMU,southern-methodist,57,77,20,56,0.357,7,22,0.318,10,12,0.833,5,26,13,4,4,13,14
tulsa,UConn,connecticut,89,83,29,54,0.537,5,13,0.385,26,36,0.722,4,31,15,2,2,11,17
tulsa,UCF,central-florida,62,64,19,47,0.404,7,19,0.368,17,23,0.739,4,33,13,8,3,13,29
tulsa,Cincinnati,cincinnati,64,88,24,54,0.444,8,23,0.348,8,19,0.421,6,25,15,4,2,10,15
tulsa,Houston,houston,65,77,22,53,0.415,6,20,0.3,15,23,0.652,2,20,15,10,2,8,13
tulsa,Memphis,memphis,95,79,30,55,0.545,9,20,0.45,26,33,0.788,6,32,24,11,5,14,21
tulsa,Wichita State,wichita-state,68,79,25,47,0.532,7,20,0.35,11,21,0.524,5,23,10,5,2,18,16
tulsa,Temple,temple,76,58,31,56,0.554,8,15,0.533,6,12,0.5,5,33,14,6,1,16,19
tulsa,Tulane,tulane,80,57,28,63,0.444,6,22,0.273,18,23,0.783,8,42,17,5,1,6,16
tulsa,East Carolina,east-carolina,77,73,27,57,0.474,6,20,0.3,17,25,0.68,4,32,11,7,2,16,17
tulsa,Wichita State,wichita-state,60,81,19,63,0.302,4,22,0.182,18,29,0.621,16,39,11,2,4,10,12
tulsa,Temple,temple,73,84,23,55,0.418,7,26,0.269,20,24,0.833,5,25,9,2,0,10,14
utah-state,Montana State,montana-state,101,71,34,69,0.493,10,24,0.417,23,26,0.885,14,47,16,5,3,12,29
utah-state,Hartford,hartford,100,73,39,70,0.557,5,12,0.417,17,20,0.85,15,45,21,8,5,15,23
utah-state,Mississippi Valley State,mississippi-valley-state,94,59,29,50,0.58,11,21,0.524,25,31,0.806,6,36,24,7,6,12,14
utah-state,Utah Valley,utah-valley,65,46,25,69,0.362,4,22,0.182,11,15,0.733,13,43,17,11,7,12,19
utah-state,Saint Mary's,saint-marys-ca,80,63,29,59,0.492,6,17,0.353,16,18,0.889,9,40,17,5,8,14,22
utah-state,Arizona State,arizona-state,82,87,25,56,0.446,7,23,0.304,25,33,0.758,8,31,15,6,1,17,28
utah-state,Northern Iowa,northern-iowa,71,52,25,50,0.5,5,16,0.313,16,22,0.727,2,37,15,8,3,10,15
utah-state,UC-Irvine,california-irvine,89,65,31,59,0.525,13,24,0.542,14,19,0.737,9,38,16,4,3,11,22
utah-state,BYU,bringham-young,80,95,29,60,0.483,3,17,0.176,19,24,0.792,11,30,6,8,2,15,20
utah-state,Weber State,weber-state,76,67,28,59,0.475,6,15,0.4,14,22,0.636,6,39,16,7,3,11,20
utah-state,Alabama State,alabama-state,86,48,30,55,0.545,7,24,0.292,19,28,0.679,8,46,19,12,9,19,25
utah-state,Houston,houston,50,60,18,49,0.367,4,20,0.2,10,14,0.714,5,32,8,4,4,17,17
utah-state,Eastern Oregon,#N/A,84,57,30,67,0.448,7,24,0.292,17,24,0.708,15,40,21,10,2,13,16
utah-state,Nevada,nevada,49,72,16,61,0.262,4,23,0.174,11,17,0.647,13,41,8,7,5,20,17
utah-state,Air Force,air-force,79,62,29,52,0.558,11,26,0.423,10,12,0.833,9,37,25,6,5,17,15
utah-state,Fresno State,fresno-state,77,78,25,49,0.51,6,20,0.3,21,30,0.7,5,33,21,2,9,11,14
utah-state,Wyoming,wyoming,71,55,27,57,0.474,7,24,0.292,10,17,0.588,8,35,13,4,3,7,16
utah-state,San Jose State,san-jose-state,81,63,28,62,0.452,11,27,0.407,14,15,0.933,9,31,17,13,1,9,14
utah-state,Colorado State,colorado-state,87,72,32,59,0.542,12,25,0.48,11,14,0.786,10,37,23,6,3,12,20
utah-state,New Mexico,new-mexico,68,66,27,55,0.491,9,18,0.5,5,11,0.455,7,31,16,4,3,13,17
utah-state,San Jose State,san-jose-state,103,73,35,72,0.486,11,37,0.297,22,24,0.917,14,37,28,8,6,8,22
utah-state,UNLV,nevada-las-vegas,82,65,30,61,0.492,10,23,0.435,12,22,0.545,9,39,22,5,3,12,22
utah-state,Fresno State,fresno-state,82,81,30,55,0.545,12,26,0.462,10,13,0.769,9,30,18,4,5,10,12
utah-state,San Diego State,san-diego-state,63,68,20,51,0.392,10,24,0.417,13,17,0.765,5,31,12,3,3,12,22
utah-state,Wyoming,wyoming,76,59,24,49,0.49,10,20,0.5,18,25,0.72,8,33,21,5,5,11,10
utah-state,Air Force,air-force,76,62,26,56,0.464,11,30,0.367,13,16,0.813,10,34,14,4,4,14,23
utah-state,New Mexico,new-mexico,71,55,26,70,0.371,7,27,0.259,12,17,0.706,12,37,21,13,6,8,13
utah-state,Boise State,boise-state,78,71,25,58,0.431,9,26,0.346,19,24,0.792,6,38,13,3,1,10,17
utah-valley,Westminster (MO),#N/A,96,71,34,65,0.523,11,22,0.5,17,26,0.654,13,37,25,9,1,8,17
utah-valley,BYU,bringham-young,65,75,25,75,0.333,6,23,0.261,9,15,0.6,15,44,14,4,2,11,22
utah-valley,Saint Mary's,saint-marys-ca,63,92,24,54,0.444,9,22,0.409,6,11,0.545,5,24,12,5,4,15,21
utah-valley,Utah State,utah-state,46,65,17,55,0.309,3,13,0.231,9,16,0.563,6,30,6,6,6,17,19
utah-valley,Hartford,hartford,72,65,28,49,0.571,8,19,0.421,8,16,0.5,4,32,13,6,1,20,14
utah-valley,Long Beach State,long-beach-state,87,72,29,50,0.58,11,21,0.524,18,24,0.75,9,32,16,7,1,21,18
utah-valley,North Dakota,north-dakota,74,68,28,55,0.509,10,22,0.455,8,12,0.667,3,32,17,5,3,12,15
utah-valley,Western State,#N/A,82,59,32,68,0.471,8,30,0.267,10,16,0.625,10,49,18,4,5,12,14
utah-valley,Denver,denver,98,75,31,58,0.534,13,29,0.448,23,35,0.657,7,34,16,4,0,10,17
utah-valley,Arizona,arizona,69,80,23,54,0.426,6,26,0.231,17,24,0.708,7,25,9,5,5,13,17
utah-valley,Northern Arizona,northern-arizona,98,78,36,61,0.59,15,24,0.625,11,13,0.846,3,31,15,7,3,7,16
utah-valley,Weber State,weber-state,75,63,31,66,0.47,6,18,0.333,7,15,0.467,9,43,13,5,2,7,19
utah-valley,Idaho State,idaho-state,88,77,30,54,0.556,3,19,0.158,25,27,0.926,8,31,18,8,2,11,18
utah-valley,Sam Houston State,sam-houston-state,85,79,23,42,0.548,7,14,0.5,32,40,0.8,4,27,16,8,4,16,20
utah-valley,Fresno State,fresno-state,64,60,24,52,0.462,3,17,0.176,13,17,0.765,2,28,9,9,0,13,24
utah-valley,Grand Canyon,grand-canyon,60,71,21,56,0.375,3,15,0.2,15,16,0.938,7,34,3,3,3,16,21
utah-valley,Cal State Bakersfield,cal-state-bakersfield,71,73,22,42,0.524,11,23,0.478,16,19,0.842,3,24,15,5,0,16,14
utah-valley,Seattle,seattle,88,78,24,46,0.522,6,14,0.429,34,43,0.791,8,28,8,10,2,14,22
utah-valley,Texas-Rio Grande Valley,texas-pan-american,82,61,25,44,0.568,10,19,0.526,22,30,0.733,4,33,15,9,6,18,23
utah-valley,New Mexico State,new-mexico-state,78,83,26,43,0.605,8,16,0.5,18,25,0.72,2,21,11,3,1,15,27
utah-valley,UMKC,missouri-kansas-city,75,67,27,52,0.519,4,18,0.222,17,26,0.654,7,30,14,8,3,15,10
utah-valley,Chicago State,chicago-state,74,60,25,51,0.49,6,19,0.316,18,24,0.75,8,31,6,3,0,13,18
utah-valley,California Baptist,#N/A,79,62,26,55,0.473,9,22,0.409,18,24,0.75,5,31,12,10,1,9,16
utah-valley,New Mexico State,new-mexico-state,77,84,27,59,0.458,11,29,0.379,12,15,0.8,5,31,13,5,3,11,22
utah-valley,Texas-Rio Grande Valley,texas-pan-american,76,64,24,56,0.429,6,19,0.316,22,26,0.846,6,31,12,5,2,12,15
utah-valley,Chicago State,chicago-state,103,71,37,63,0.587,16,27,0.593,13,22,0.591,14,36,25,9,0,13,12
utah-valley,UMKC,missouri-kansas-city,79,67,29,58,0.5,9,19,0.474,12,20,0.6,13,41,18,3,2,14,12
utah,Maine,maine,75,61,27,55,0.491,8,24,0.333,13,19,0.684,9,39,18,7,3,14,14
utah,Minnesota,minnesota,69,78,24,60,0.4,7,21,0.333,14,19,0.737,7,27,10,3,2,12,19
utah,Mississippi Valley State,mississippi-valley-state,98,63,35,68,0.515,17,36,0.472,11,18,0.611,11,41,23,4,5,10,15
utah,Hawaii,hawaii,79,90,26,59,0.441,7,26,0.269,20,29,0.69,14,32,13,1,1,11,29
utah,Grand Canyon,grand-canyon,75,66,24,48,0.5,8,20,0.4,19,22,0.864,7,27,12,3,2,13,21
utah,Northwestern,northwestern,57,79,18,39,0.462,5,16,0.313,16,19,0.842,6,25,9,5,0,21,17
utah,Tulsa,tulsa,69,64,21,50,0.42,10,27,0.37,17,27,0.63,6,34,15,0,4,9,12
utah,BYU,bringham-young,59,74,19,52,0.365,10,30,0.333,11,17,0.647,5,26,13,3,2,11,14
utah,Kentucky,kentucky,61,88,24,54,0.444,7,23,0.304,6,8,0.75,11,28,12,2,2,14,15
utah,Florida A&M,florida-am,93,64,30,51,0.588,11,25,0.44,22,29,0.759,10,35,15,4,2,11,12
utah,Northern Arizona,northern-arizona,76,62,29,59,0.492,7,23,0.304,11,14,0.786,8,36,18,5,1,7,18
utah,Nevada,nevada,71,86,22,53,0.415,9,25,0.36,18,22,0.818,10,29,9,1,3,16,20
utah,Arizona State,arizona-state,96,86,29,57,0.509,16,30,0.533,22,27,0.815,6,35,19,7,3,12,21
utah,Arizona,arizona,81,84,30,53,0.566,11,21,0.524,10,14,0.714,2,23,14,6,1,17,22
utah,Washington,washington,53,69,20,60,0.333,6,30,0.2,7,12,0.583,16,43,16,4,3,15,13
utah,Washington State,washington-state,88,70,33,60,0.55,9,24,0.375,13,18,0.722,8,37,20,11,5,15,20
utah,Colorado,colorado,78,69,25,55,0.455,9,22,0.409,19,29,0.655,8,35,16,9,5,10,22
utah,Stanford,stanford,70,66,25,53,0.472,9,14,0.643,11,16,0.688,5,27,10,7,0,12,15
utah,California,california,82,64,33,59,0.559,13,31,0.419,3,9,0.333,8,39,13,3,1,14,16
utah,Oregon,oregon,72,78,24,52,0.462,11,31,0.355,13,23,0.565,11,32,11,4,3,16,20
utah,Oregon State,oregon-state,72,81,25,58,0.431,6,22,0.273,16,25,0.64,13,30,10,6,1,11,23
utah,USC,southern-california,77,70,26,57,0.456,11,29,0.379,14,21,0.667,8,36,14,4,3,13,14
utah,UCLA,ucla,93,92,33,69,0.478,14,36,0.389,13,16,0.813,11,34,23,4,1,13,21
utah,Arizona,arizona,83,76,26,52,0.5,10,24,0.417,21,28,0.75,4,30,16,4,4,9,16
utah,Arizona State,arizona-state,87,98,28,52,0.538,8,23,0.348,23,36,0.639,6,24,14,7,8,13,21
